No.,Player,Performance,Market Value,90s,Nation,Pos,Squad,Age,Born,Matches,Starts,Minutes,Goals,Assists,Goals+Assists,Non Penalty Goals,Penalty Kicks,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG,npxG,xAG,npxG+xAG,PrgC,PrgC/90,PrgP,PrgP/90,PrgR,PrgR/90,Gls P90,Ast P90,G+A P90,G-PK P90,G+A-PK P90,Xg P90,xAG P90,xG+xAG P90,npxG P90,npxG+xAG P90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Shot Dist,FK,PK,PKatt,npxG/Sh,G-xG,np:G-xG,Passes Comp,Passes Comp/90,Passes Att,Cmp%,TotDist,TotDist/90,PrgDist,PrgDist/90,Short Cmp,Short Att,Short Cmp%,Med Cmp,Med Att,Med Cmp%,Long Cmp,Long Att,Long Cmp%,xA,A-xAG,KP,KP/90,finalThirdPasses,final3rdPasses/90,PenAreaPasses,PenAreaPasses/90,CrsPA,CrsPA/90,Live,Live/90,Dead,Dead/90,FK,Through,Through/90,Switches,Switches/90,Crosses,Crosses/90,Throw ins,Corners,Passes Off,Passes Blocked,SCA,SCA90,PassLive,PassDead,Take ons,GCA,GCA90,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Blocks,Tkl+Int,Tkl+Int/90,Clr,Clr/90,Err eading to shots,Touches,Touches/90,T Def Pen,T Def Pen/90,T Def 3rd,T Def 3rd/90,T Mid 3rd,T Mid 3rd/90,T Att 3rd,T Att 3rd/90,T Att Pen,T Att Pen/90,T Live,TO Att,TO Succ,TO Succ%,Tkld,Tkld%,Carries,Carries/90,FINAL 3RD CARRIES,FINAL 3RD CARRIES/90,CPA,Mis,Dis,PASS Rec,PASS Rec/90,Prg PASS REC,PKwon,PKcon,OG,AD Won,AD Lost,Won%,GoalsAg,GoalsAg90,SoTA,Saves,Save%,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,PKA,FK G ag,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,GKCmp%,Att,Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
436,Ben White,7.16,55,33.9,eng ENG,DF,Arsenal,24,1997,38,36,"3,055",2,5,7,2,0,0,5,0,1.3,1.3,3.2,4.5,64,1.89,249,7.35,124,3.66,0.06,0.15,0.21,0.06,0.21,0.04,0.09,0.13,0.04,0.13,10,2,20,0.29,0.06,0.2,1,16.7,0,0,0,0.13,0.7,0.7,1888,55.69,2242,84.2,31271,922.45,10700,315.63,893,974,91.7,851,972,87.6,107,205,52.2,3.7,1.8,26,0.77,226,6.67,42,1.24,12,0.35,1951,57.55,285,8.41,57,6,0.18,13,0.38,57,1.68,228,0,6,27,64,1.89,56,7,0,13,0.38,60,31,23,30,7,47,82,2.42,79,2.33,1,2532,74.69,103,3.04,554,16.34,1305,38.5,685,20.21,48,1.42,2532,29,8,27.6,15,51.7,1448,42.71,46,1.36,3,27,7,1698,50.09,124,0,0,0,33,41,44.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,Neco Williams,6.85,20,20.9,wls WAL,DF,Nott'ham Forest,21,2001,31,20,"1,882",1,0,1,1,0,0,7,0,1.3,1.3,1.4,2.7,51,2.44,33,1.58,67,3.21,0.05,0,0.05,0.05,0.05,0.06,0.07,0.13,0.06,0.13,25,7,28,1.2,0.33,0.04,0.14,21.2,2,0,0,0.05,-0.3,-0.3,533,25.5,840,63.5,9565,457.66,3461,165.6,254,307,82.7,196,286,68.5,68,177,38.4,1.2,-1.4,15,0.72,29,1.39,14,0.67,9,0.43,651,31.15,182,8.71,28,3,0.14,7,0.33,89,4.26,141,13,7,38,39,1.86,23,4,4,2,0.1,72,47,49,17,6,33,105,5.02,48,2.3,0,1153,55.17,82,3.92,445,21.29,422,20.19,309,14.78,23,1.1,1153,55,19,34.5,31,56.4,555,26.56,33,1.58,5,31,17,532,25.45,67,1,0,0,17,27,38.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,Willian,7.31,3,23.6,br BRA,FW,Fulham,33,1988,27,25,"2,126",5,5,10,5,0,0,2,0,3.4,3.4,4.4,7.8,97,4.11,113,4.79,152,6.44,0.21,0.21,0.42,0.21,0.42,0.14,0.19,0.33,0.14,0.33,41,17,41.5,1.74,0.72,0.12,0.29,18.8,3,0,0,0.08,1.6,1.6,712,30.17,912,78.1,12115,513.35,2563,108.6,369,429,86,236,286,82.5,86,143,60.1,3.1,0.6,51,2.16,41,1.74,30,1.27,1,0.04,860,36.44,49,2.08,14,4,0.17,12,0.51,60,2.54,3,32,3,20,105,4.44,71,16,5,12,0.51,13,8,8,3,2,13,22,0.93,9,0.38,0,1121,47.5,10,0.42,118,5,419,17.75,602,25.51,78,3.31,1121,71,37,52.1,22,31,749,31.74,69,2.92,29,44,25,831,35.21,152,0,0,0,8,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,Joe Willock,7.09,38,28.4,eng ENG,MF,Newcastle Utd,22,1999,35,31,"2,558",3,6,9,3,0,0,1,0,7,7,6,13,97,3.42,121,4.26,152,5.35,0.11,0.21,0.32,0.11,0.32,0.25,0.21,0.46,0.25,0.46,58,16,27.6,2.04,0.56,0.05,0.19,16.9,0,0,0,0.12,-4,-4,777,27.36,951,81.7,12123,426.87,3082,108.52,434,485,89.5,266,310,85.8,55,86,64,4.4,0,39,1.37,91,3.2,34,1.2,8,0.28,922,32.46,25,0.88,3,4,0.14,3,0.11,51,1.8,8,0,4,18,85,2.99,67,0,7,9,0.32,51,30,13,26,12,54,76,2.68,17,0.6,0,1324,46.62,37,1.3,202,7.11,586,20.63,556,19.58,114,4.01,1324,93,37,39.8,43,46.2,784,27.61,62,2.18,33,65,27,896,31.55,152,0,0,0,16,16,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,Callum Wilson,7.08,16,20.9,eng ENG,FW,Newcastle Utd,30,1992,31,21,"1,877",18,5,23,15,3,3,4,0,17.5,15.1,2.7,17.8,27,1.29,19,0.91,118,5.65,0.86,0.24,1.1,0.72,0.96,0.84,0.13,0.97,0.72,0.85,70,31,44.3,3.36,1.49,0.21,0.48,12.4,0,3,3,0.22,0.5,-0.1,160,7.66,242,66.1,1996,95.5,339,16.22,111,143,77.6,33,45,73.3,4,11,36.4,2.1,2.3,23,1.1,10,0.48,7,0.33,0,0,234,11.2,7,0.33,1,2,0.1,3,0.14,6,0.29,0,0,1,23,43,2.06,24,0,6,10,0.48,9,3,0,8,1,8,10,0.48,5,0.24,0,482,23.06,8,0.38,25,1.2,179,8.56,281,13.44,124,5.93,479,36,12,33.3,19,52.8,303,14.5,14,0.67,16,72,36,360,17.22,118,0,0,0,21,48,30.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,Harry Wilson,6.78,16,12.2,wls WAL,FW,Fulham,25,1997,29,13,"1,100",2,3,5,2,0,0,1,0,2,2,0.9,2.9,18,1.48,37,3.03,87,7.13,0.16,0.25,0.41,0.16,0.41,0.16,0.07,0.24,0.16,0.24,18,4,22.2,1.47,0.33,0.11,0.5,16,1,0,0,0.11,0,0,310,25.41,404,76.7,4943,405.16,1086,89.02,163,192,84.9,105,127,82.7,25,46,54.3,1,2.1,12,0.98,20,1.64,13,1.07,1,0.08,383,31.39,20,1.64,4,1,0.08,3,0.25,22,1.8,5,10,1,16,32,2.62,18,2,1,9,0.74,21,13,9,9,3,17,27,2.21,14,1.15,0,551,45.16,18,1.48,89,7.3,214,17.54,253,20.74,37,3.03,551,33,12,36.4,14,42.4,343,28.11,16,1.31,8,23,15,397,32.54,87,2,0,0,4,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,Yoane Wissa,6.72,18,17.8,cd COD,FW,Brentford,25,1996,38,16,"1,606",7,3,10,7,0,0,3,0,5.6,5.6,2.5,8.2,24,1.35,27,1.52,104,5.84,0.39,0.17,0.56,0.39,0.56,0.32,0.14,0.46,0.32,0.46,32,15,46.9,1.79,0.84,0.22,0.47,14.1,0,0,0,0.18,1.4,1.4,238,13.37,344,69.2,3147,176.8,601,33.76,164,198,82.8,51,78,65.4,10,27,37,1,0.5,13,0.73,21,1.18,8,0.45,0,0,334,18.76,7,0.39,1,4,0.22,2,0.11,12,0.67,2,0,3,15,36,2.02,29,0,1,6,0.34,17,12,4,7,6,10,23,1.29,15,0.84,0,517,29.04,14,0.79,67,3.76,193,10.84,268,15.06,62,3.48,517,44,20,45.5,15,34.1,312,17.53,12,0.67,11,41,25,345,19.38,104,1,0,0,24,26,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,Maximilian Wöber,6.82,14,14.1,at AUT,DF,Leeds United,24,1998,16,14,"1,266",0,0,0,0,0,0,3,0,0.7,0.7,0.6,1.4,15,1.06,54,3.83,15,1.06,0,0,0,0,0,0.05,0.05,0.1,0.05,0.1,9,2,22.2,0.64,0.14,0,0,13.3,1,0,0,0.08,-0.7,-0.7,483,34.26,684,70.6,9430,668.79,4157,294.82,175,221,79.2,255,319,79.9,50,122,41,0.4,-0.6,6,0.43,63,4.47,3,0.21,2,0.14,638,45.25,43,3.05,13,0,0,2,0.14,7,0.5,30,0,3,10,12,0.85,8,2,0,1,0.07,25,18,9,15,1,32,52,3.69,67,4.75,1,858,60.85,110,7.8,381,27.02,400,28.37,81,5.74,17,1.21,858,1,0,0,1,100,426,30.21,9,0.64,0,6,2,438,31.06,15,0,1,0,27,21,56.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,Chris Wood,6.48,8,4.1,nz NZL,FW,Nott'ham Forest,30,1991,7,5,372,1,0,1,1,0,0,0,0,1,1,0.2,1.2,2,0.49,7,1.71,12,2.93,0.24,0,0.24,0.24,0.24,0.23,0.05,0.28,0.23,0.28,3,1,33.3,0.73,0.24,0.33,1,8.2,0,0,0,0.32,0,0,43,10.49,71,60.6,581,141.71,139,33.9,26,43,60.5,14,22,63.6,1,2,50,0.1,-0.2,3,0.73,5,1.22,2,0.49,0,0,71,17.32,0,0,0,1,0.24,1,0.24,0,0,0,0,0,0,6,1.45,4,0,0,0,0,0,0,0,0,0,2,1,0.24,2,0.49,0,99,24.15,4,0.98,12,2.93,57,13.9,31,7.56,8,1.95,99,2,0,0,2,100,50,12.2,2,0.49,0,11,6,79,19.27,12,0,0,0,19,24,44.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,Joe Worrall,6.75,12,24.7,eng ENG,DF,Nott'ham Forest,25,1997,30,21,"2,224",1,0,1,1,0,0,6,0,0.8,0.8,0.8,1.6,5,0.2,67,2.71,1,0.04,0.04,0,0.04,0.04,0.04,0.03,0.03,0.06,0.03,0.06,7,2,28.6,0.28,0.08,0.14,0.5,12.2,0,0,0,0.11,0.2,0.2,891,36.07,1157,77,18605,753.24,7188,291.01,265,322,82.3,475,560,84.8,143,250,57.2,0.6,-0.8,5,0.2,75,3.04,6,0.24,0,0,1058,42.83,97,3.93,33,0,0,8,0.32,3,0.12,58,0,2,9,16,0.65,14,1,0,0,0,53,25,39,12,2,33,79,3.2,111,4.49,1,1408,57,213,8.62,813,32.91,524,21.21,75,3.04,29,1.17,1408,4,3,75,1,25,684,27.69,5,0.2,1,6,4,796,32.23,1,0,2,0,55,33,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,Granit Xhaka,7.42,20,33.3,ch SUI,MF,Arsenal,29,1992,37,36,"2,993",7,7,14,7,0,0,4,0,4.7,4.7,5.2,9.9,42,1.26,196,5.89,175,5.26,0.21,0.21,0.42,0.21,0.42,0.14,0.16,0.3,0.14,0.3,40,14,35,1.2,0.42,0.18,0.5,16.6,3,0,0,0.12,2.3,2.3,1382,41.5,1632,84.7,22642,679.94,5919,177.75,675,762,88.6,552,635,86.9,113,139,81.3,4,1.8,47,1.41,148,4.44,40,1.2,4,0.12,1574,47.27,55,1.65,34,6,0.18,6,0.18,39,1.17,19,1,3,27,110,3.31,94,3,5,17,0.51,34,27,11,18,5,28,49,1.47,45,1.35,1,1891,56.79,84,2.52,341,10.24,900,27.03,658,19.76,106,3.18,1891,28,15,53.6,10,35.7,1112,33.39,38,1.14,9,35,25,1397,41.95,175,0,0,0,37,30,55.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,Ryan Yates,6.77,11,20.4,eng ENG,MF,Nott'ham Forest,24,1997,26,21,"1,837",0,2,2,0,0,0,5,0,2.3,2.3,1.2,3.4,11,0.54,43,2.11,27,1.32,0,0.1,0.1,0,0.1,0.11,0.06,0.17,0.11,0.17,26,5,19.2,1.27,0.24,0,0,16.8,0,0,0,0.09,-2.3,-2.3,455,22.3,592,76.9,7587,371.91,1812,88.82,204,248,82.3,205,237,86.5,32,61,52.5,0.4,0.8,7,0.34,26,1.27,4,0.2,1,0.05,526,25.78,62,3.04,12,0,0,6,0.29,8,0.39,3,0,4,17,24,1.18,18,0,0,3,0.15,38,19,19,16,3,26,48,2.35,44,2.16,0,790,38.73,66,3.24,235,11.52,418,20.49,143,7.01,34,1.67,790,9,4,44.4,3,33.3,303,14.85,4,0.2,3,18,15,384,18.82,27,1,0,0,29,21,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,Ashley Young,6.95,0.6,22.6,eng ENG,DF,Aston Villa,37,1985,29,23,"2,036",1,0,1,1,0,0,7,0,0.5,0.5,1,1.4,29,1.28,107,4.73,33,1.46,0.04,0,0.04,0.04,0.04,0.02,0.04,0.06,0.02,0.06,15,3,20,0.66,0.13,0.07,0.33,25.1,0,0,0,0.03,0.5,0.5,897,39.69,1188,75.5,16006,708.23,6166,272.83,415,468,88.7,396,490,80.8,77,177,43.5,0.8,-1,14,0.62,82,3.63,18,0.8,5,0.22,945,41.81,235,10.4,57,2,0.09,12,0.53,42,1.86,172,6,8,28,40,1.77,34,3,2,2,0.09,50,27,34,15,1,25,71,3.14,65,2.88,0,1411,62.43,86,3.81,502,22.21,675,29.87,252,11.15,10,0.44,1411,22,8,36.4,10,45.5,701,31.02,20,0.88,4,18,5,767,33.94,33,0,1,0,13,11,54.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,Illia Zabarnyi,6.46,20,3.3,ua UKR,DF,Bournemouth,19,2002,5,3,299,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3,11,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,55.76,200,92,3523,1067.58,1083,328.18,55,58,94.8,115,121,95,14,20,70,0,0,0,0,13,3.94,0,0,0,0,197,59.7,2,0.61,2,0,0,0,0,0,0,0,0,1,0,1,0.3,0,0,0,0,0,4,2,4,0,0,7,7,2.12,14,4.24,0,234,70.91,37,11.21,159,48.18,74,22.42,2,0.61,0,0,234,2,1,50,0,0,166,50.3,1,0.3,0,3,2,174,52.73,0,0,0,0,1,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,Wilfried Zaha,6.9,20,25.4,ci CIV,FW,Crystal Palace,29,1992,27,27,"2,288",7,2,9,7,0,2,5,0,6.5,4.8,2.7,7.5,86,3.39,75,2.95,238,9.37,0.28,0.08,0.35,0.28,0.35,0.26,0.11,0.36,0.19,0.3,64,21,32.8,2.52,0.83,0.11,0.33,16.8,0,0,2,0.08,0.5,2.2,502,19.76,650,77.2,7047,277.44,1594,62.76,322,370,87,148,185,80,18,37,48.6,3,-0.7,26,1.02,18,0.71,41,1.61,3,0.12,628,24.72,20,0.79,5,3,0.12,1,0.04,39,1.54,5,0,2,25,91,3.58,57,0,12,7,0.28,32,20,12,12,8,21,48,1.89,9,0.35,0,1040,40.94,12,0.47,100,3.94,388,15.28,567,22.32,143,5.63,1038,137,55,40.1,65,47.4,729,28.7,43,1.69,59,95,82,821,32.32,238,1,0,0,6,16,27.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,Denis Zakaria,6.39,20,4.6,ch SUI,MF,Chelsea,25,1996,7,5,411,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,9,1.96,6,1.3,3,0.65,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,2,0,0,0.44,0,0,0,16.9,0,0,0,0.09,-0.2,-0.2,158,34.35,179,88.3,2222,483.04,571,124.13,90,98,91.8,54,56,96.4,5,6,83.3,0.1,0,1,0.22,8,1.74,0,0,0,0,177,38.48,2,0.43,2,1,0.22,1,0.22,1,0.22,0,0,0,5,2,0.44,1,0,0,0,0,9,5,5,2,2,4,12,2.61,10,2.17,0,218,47.39,12,2.61,66,14.35,112,24.35,44,9.57,2,0.43,218,8,5,62.5,3,37.5,140,30.43,3,0.65,2,4,9,159,34.57,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,Jordan Zemura,6.71,6,16.2,zw ZIM,DF,Bournemouth,22,1999,19,17,"1,454",0,1,1,0,0,0,1,0,0.4,0.4,1.9,2.2,39,2.41,45,2.78,48,2.96,0,0.06,0.06,0,0.06,0.02,0.11,0.14,0.02,0.14,4,0,0,0.25,0,0,0,12.9,0,0,0,0.1,-0.4,-0.4,423,26.11,594,71.2,6117,377.59,3247,200.43,242,284,85.2,133,187,71.1,23,55,41.8,2.1,-0.9,18,1.11,32,1.98,12,0.74,5,0.31,466,28.77,127,7.84,8,0,0,1,0.06,18,1.11,119,0,1,30,35,2.17,25,0,6,2,0.12,39,24,24,14,1,31,55,3.4,32,1.98,0,808,49.88,46,2.84,302,18.64,297,18.33,222,13.7,31,1.91,808,40,18,45,18,45,375,23.15,29,1.79,10,35,16,409,25.25,48,0,1,0,7,11,38.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,Oleksandr Zinchenko,7.27,42,23.5,ua UKR,DF,Arsenal,25,1996,27,26,"2,118",1,2,3,1,0,0,3,0,1.4,1.4,1.4,2.8,67,2.85,227,9.66,68,2.89,0.04,0.08,0.13,0.04,0.13,0.06,0.06,0.12,0.06,0.12,28,7,25,1.19,0.3,0.04,0.14,22.7,0,0,0,0.05,-0.4,-0.4,1652,70.3,1911,86.4,27023,1149.91,7899,336.13,808,876,92.2,696,798,87.2,105,148,70.9,2.4,0.6,19,0.81,201,8.55,41,1.74,4,0.17,1703,72.47,203,8.64,49,6,0.26,12,0.51,37,1.57,153,1,5,29,56,2.38,49,1,0,4,0.17,40,18,14,17,9,20,62,2.64,38,1.62,2,2112,89.87,77,3.28,463,19.7,1058,45.02,610,25.96,33,1.4,2112,25,15,60,9,36,1263,53.74,66,2.81,8,16,15,1398,59.49,68,0,0,0,51,20,71.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,Hakim Ziyech,6.58,15,7.3,ma MAR,FW,Chelsea,29,1993,18,6,661,0,3,3,0,0,0,1,0,0.6,0.6,2.2,2.8,20,2.74,42,5.75,69,9.45,0,0.41,0.41,0,0.41,0.08,0.3,0.38,0.08,0.38,16,3,18.8,2.18,0.41,0,0,22.7,0,0,0,0.04,-0.6,-0.6,258,35.34,400,64.5,4222,578.36,1570,215.07,148,169,87.6,82,133,61.7,24,66,36.4,1.5,0.8,14,1.92,20,2.74,19,2.6,7,0.96,349,47.81,47,6.44,12,4,0.55,3,0.41,66,9.04,14,20,4,15,32,4.36,25,4,1,3,0.41,20,12,12,5,3,8,25,3.42,5,0.68,1,505,69.18,12,1.64,74,10.14,184,25.21,251,34.38,17,2.33,505,33,14,42.4,15,45.5,303,41.51,17,2.33,7,12,13,354,48.49,69,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,Kurt Zouma,6.82,22,22.1,fr FRA,DF,West Ham,27,1994,25,24,"1,989",2,0,2,2,0,0,0,0,2.2,2.2,0.1,2.3,3,0.14,31,1.4,1,0.05,0.09,0,0.09,0.09,0.09,0.1,0,0.1,0.1,0.1,19,5,26.3,0.86,0.23,0.11,0.4,10.1,0,0,0,0.12,-0.2,-0.2,701,31.72,831,84.4,13480,609.95,4437,200.77,247,271,91.1,363,407,89.2,79,129,61.2,0.1,-0.1,1,0.05,19,0.86,2,0.09,0,0,801,36.24,28,1.27,14,0,0,14,0.63,0,0,3,0,2,3,9,0.41,7,1,0,2,0.09,9,4,4,5,0,17,39,1.76,120,5.43,1,1050,47.51,230,10.41,654,29.59,364,16.47,35,1.58,29,1.31,1050,5,2,40,3,60,523,23.67,1,0.05,0,6,1,621,28.1,1,0,0,0,55,13,80.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,Martin Ødegaard,7.65,90,34.7,no NOR,MF,Arsenal,23,1998,37,37,"3,127",15,7,22,15,0,0,4,0,10,10,8.1,18.1,83,2.39,266,7.67,193,5.56,0.43,0.2,0.63,0.43,0.63,0.29,0.23,0.52,0.29,0.52,93,31,33.3,2.68,0.89,0.16,0.48,19.2,9,0,0,0.11,5,5,1449,41.76,1804,80.3,22540,649.57,6014,173.31,759,873,86.9,518,617,84,110,175,62.9,7.9,-1.1,76,2.19,135,3.89,91,2.62,4,0.12,1683,48.5,110,3.17,79,23,0.66,9,0.26,91,2.62,13,18,11,45,163,4.69,123,15,4,17,0.49,36,23,12,14,10,20,42,1.21,12,0.35,1,2100,60.52,27,0.78,199,5.73,864,24.9,1060,30.55,122,3.52,2100,83,48,57.8,29,34.9,1284,37,60,1.73,26,42,45,1550,44.67,193,0,0,0,13,20,39.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,Alisson,7.01,35,37,br BRA,GK,Liverpool,29,1992,37,37,"3,330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1.16,147,105,72.1,14,37.8,4,2,1,1,33.3,2,0,0,2,51.1,0.33,10.1,0.27,116,283,41,1256,210,18.4,26.9,193,26.9,31.3,397,23,5.8,89,2.41,19.8
459,Alphonse Areola,6.21,10,3.4,fr FRA,GK,West Ham,29,1993,5,2,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2.04,16,9,68.8,1,50,2,2,0,0,0,2,0,1,0,7.3,0.33,0.3,0.09,14,37,37.8,61,14,39.3,33.4,30,43.3,33,47,2,4.3,1,0.29,10.3
460,Kepa Arrizabalaga,6.91,18,28.5,es ESP,GK,Chelsea,27,1994,29,29,"2,565",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1.16,120,90,73.3,9,31,1,1,0,0,0,1,1,4,3,35,0.29,5,0.18,68,213,31.9,864,151,17.1,26.3,182,35.7,31.5,332,15,4.5,52,1.82,16.9
461,Gavin Bazunu,6.48,15,32,ie IRL,GK,Southampton,20,2002,32,32,"2,880",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1.75,120,67,54.2,4,12.5,2,1,1,0,50,1,1,7,4,35.4,0.28,-16.6,-0.52,212,629,33.7,935,144,50.2,38.1,237,67.5,50,456,36,7.9,48,1.5,15.1
462,Asmir Begović,7.91,0.4,1,ba BIH,GK,Everton,35,1987,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,100,1,100,0,0,0,0,0,0,0,0,0,0.5,0.12,0.5,0.49,4,13,30.8,22,5,36.4,34.9,8,62.5,46.8,23,1,4.3,0,0,5
